Price,Close,High,Low,Open,Volume,MA50,MA200,RSI,MACD,BB_High,BB_Low
Ticker,GC=F,GC=F,GC=F,GC=F,GC=F,,,,,,
Datetime,,,,,,,,,,,
2024-01-03 12:00:00+00:00,2053.60009765625,2056.300048828125,2049.800048828125,2055.60009765625,18812,,,20.312720189955755,-4.680931302651516,2079.3571555011927,2057.552854264432
2024-01-03 13:00:00+00:00,2049.0,2056.10009765625,2046.5999755859375,2053.60009765625,20473,,,17.423618616535947,-5.622208007106565,2080.5592985912804,2053.76072093997
2024-01-03 14:00:00+00:00,2045.699951171875,2050.39990234375,2039.5999755859375,2049.10009765625,29281,,,15.698600501699758,-6.558856522446604,2082.032440178233,2049.7075744702047
2024-01-03 15:00:00+00:00,2040.5999755859375,2057.10009765625,2039.800048828125,2045.5,37545,,,13.477812384625906,-7.6247888074462935,2083.824235191158,2044.9857867814987
2024-01-03 16:00:00+00:00,2040.4000244140625,2044.0999755859375,2039.199951171875,2040.699951171875,13247,,,13.397788460550188,-8.388979280260173,2084.8180481944146,2041.0719664540227
2024-01-03 17:00:00+00:00,2041.300048828125,2041.9000244140625,2038.300048828125,2040.4000244140625,7821,,,15.820608944696986,-8.820306286838331,2085.36199503846,2037.948014727165
2024-01-03 18:00:00+00:00,2043.800048828125,2044.300048828125,2040.800048828125,2041.4000244140625,7759,,,22.321370140308233,-8.858294040860073,2085.2248090748144,2035.7051958079983
2024-01-03 19:00:00+00:00,2044.5999755859375,2050.300048828125,2038.5,2043.800048828125,14025,,,24.334858758278486,-8.72329548523021,2084.746005537387,2033.8639920212065
2024-01-03 20:00:00+00:00,2049.199951171875,2050.300048828125,2044.5,2044.699951171875,7455,,,34.80083286752128,-8.15116699193868,2083.750693030302,2032.909304528292
2024-01-03 21:00:00+00:00,2049.60009765625,2049.89990234375,2048.39990234375,2049.300048828125,1878,,,35.634864758902424,-7.578106863204994,2082.3186262503996,2032.2413713081942
2024-01-03 23:00:00+00:00,2050.10009765625,2051.10009765625,2049.0,2049.300048828125,0,,,36.72408258900314,-7.002881897807583,2080.271600744438,2031.9984065797807
2024-01-04 00:00:00+00:00,2049.300048828125,2050.39990234375,2048.60009765625,2050.10009765625,1374,,,35.68353231718149,-6.5362237043941604,2077.8754956301304,2031.9845263425257
2024-01-04 01:00:00+00:00,2049.0,2050.39990234375,2047.0,2049.199951171875,4302,,,35.27979555463193,-6.120056949925129,2075.257859993434,2032.2121717448474
2024-01-04 02:00:00+00:00,2051.60009765625,2051.800048828125,2049.0,2049.0,4398,,,41.46080763231219,-5.516840939515532,2072.422010243327,2032.958031260579
2024-01-04 03:00:00+00:00,2051.699951171875,2054.10009765625,2051.10009765625,2051.699951171875,2748,,,41.69111764137723,-4.973400298324123,2069.1059302261356,2034.1741112777706
2024-01-04 04:00:00+00:00,2050.300048828125,2051.89990234375,2049.699951171875,2051.800048828125,2931,,,39.35352521406347,-4.602623911156115,2065.5467502714864,2035.6332912324197
2024-01-04 05:00:00+00:00,2051.10009765625,2051.60009765625,2049.60009765625,2050.199951171875,1795,,,41.37654486474627,-4.195856477243524,2062.3025484574114,2037.157497929308
2024-01-04 06:00:00+00:00,2054.60009765625,2055.89990234375,2051.0,2051.10009765625,5366,,,49.338327189959934,-3.550145735833212,2059.9383037319967,2038.481752420347
2024-01-04 07:00:00+00:00,2054.699951171875,2056.60009765625,2053.39990234375,2054.5,5528,,,49.54884555866992,-2.9958239829311424,2057.872590089465,2039.7174611800667
2024-01-04 08:00:00+00:00,2053.89990234375,2055.699951171875,2052.5,2054.800048828125,5676,2063.374006347656,,47.83377137210107,-2.5912074279672197,2057.5393951902565,2039.8706511964622
2024-01-04 09:00:00+00:00,2055.10009765625,2058.0,2053.300048828125,2053.800048828125,7217,2062.812009277344,,50.596433587115534,-2.1489286499704576,2057.8028095289264,2039.7572368577921
2024-01-04 10:00:00+00:00,2055.199951171875,2058.10009765625,2053.800048828125,2055.0,4253,2062.2620092773436,,50.82974550341477,-1.7699591998662072,2058.537755739914,2039.642285763992
2024-01-04 11:00:00+00:00,2052.39990234375,2055.800048828125,2052.10009765625,2055.10009765625,4654,2061.668005371094,,44.48544831000585,-1.6762410563032972,2058.8432639977477,2040.0067726233458
2024-01-04 12:00:00+00:00,2053.300048828125,2053.60009765625,2050.60009765625,2052.39990234375,4866,2061.0900073242187,,46.78494286075958,-1.511906141010968,2058.6923640479636,2041.4276798973488
2024-01-04 13:00:00+00:00,2047.4000244140625,2054.699951171875,2046.0999755859375,2053.39990234375,16244,2060.316005859375,,36.20054871942275,-1.836581233103061,2057.94522844236,2042.874815502952
2024-01-04 14:00:00+00:00,2046.5,2049.800048828125,2043.300048828125,2047.5,14046,2059.546005859375,,34.903333681915015,-2.1418234239486083,2057.225038512587,2044.115000549913
2024-01-04 15:00:00+00:00,2052.5,2055.199951171875,2046.199951171875,2046.5,14361,2059.0320068359374,,48.223536748609924,-1.8779325657910704,2056.8879098393777,2045.32212434031
2024-01-04 16:00:00+00:00,2052.0,2054.300048828125,2051.39990234375,2052.60009765625,6958,2058.5340087890627,,47.353952294783234,-1.6896655679092873,2056.433983003678,2046.5160536174162
2024-01-04 17:00:00+00:00,2050.699951171875,2052.300048828125,2048.199951171875,2052.10009765625,5845,2058.046005859375,,45.0778576386827,-1.6266150849987753,2056.4135345842437,2046.6865020368498
2024-01-04 18:00:00+00:00,2050.60009765625,2051.39990234375,2048.800048828125,2050.60009765625,5066,2057.470009765625,,44.89934766033358,-1.5666451570705249,2056.402499157234,2046.7975374638597
2024-01-04 19:00:00+00:00,2051.800048828125,2052.39990234375,2049.89990234375,2050.60009765625,2395,2057.14201171875,,47.585529037249856,-1.4060840641327559,2056.4382225752165,2046.9318091630644
2024-01-04 20:00:00+00:00,2050.699951171875,2052.300048828125,2050.39990234375,2051.800048828125,2628,2056.6580126953127,,45.400335035624124,-1.3520216640208673,2056.405799484979,2047.1042224876776
2024-01-04 21:00:00+00:00,2051.0,2051.89990234375,2050.60009765625,2050.699951171875,1113,2056.2480126953124,,46.12699573340164,-1.2703219093928055,2056.3478747579243,2047.362147214732
2024-01-04 23:00:00+00:00,2051.199951171875,2052.0,2049.89990234375,2051.39990234375,0,2055.874013671875,,46.6366800113915,-1.1758850063361024,2056.335786728306,2047.334220595913
2024-01-05 00:00:00+00:00,2051.300048828125,2051.699951171875,2050.199951171875,2051.300048828125,1368,2055.5080126953126,,46.90747961427816,-1.0805105825729697,2056.3215633809327,2047.308453708911
2024-01-05 01:00:00+00:00,2052.800048828125,2055.0,2051.0,2051.300048828125,4976,2055.22201171875,,50.926363487378325,-0.8738154006209697,2056.410084245979,2047.469932843865
2024-01-05 02:00:00+00:00,2052.89990234375,2054.60009765625,2052.300048828125,2052.699951171875,3076,2054.9280078125,,51.19122982358526,-0.693951198123159,2056.501281924533,2047.5587156340607
2024-01-05 03:00:00+00:00,2052.0,2053.10009765625,2051.60009765625,2053.0,2568,2054.6120068359373,,48.64312830962317,-0.616910756942616,2056.2132138334387,2047.58677395953
2024-01-05 04:00:00+00:00,2051.699951171875,2053.10009765625,2051.300048828125,2052.0,1017,2054.2720068359376,,47.78898604120545,-0.573456633965634,2055.867507405153,2047.6324803878158
2024-01-05 05:00:00+00:00,2051.199951171875,2051.800048828125,2049.800048828125,2051.199951171875,1931,2053.88400390625,,46.32907921798148,-0.5727623024713466,2055.6171342995576,2047.6128583762238
2024-01-05 06:00:00+00:00,2049.199951171875,2051.800048828125,2047.5999755859375,2051.199951171875,3715,2053.4080029296874,,40.94136758853314,-0.7252352643777158,2055.1155513395697,2047.5244266877746
2024-01-05 07:00:00+00:00,2050.0,2053.800048828125,2048.800048828125,2049.10009765625,5146,2052.9400048828124,,43.75894164450609,-0.7726077893894399,2054.4472545652147,2047.672728344941
2024-01-05 08:00:00+00:00,2049.300048828125,2051.300048828125,2048.60009765625,2050.0,3257,2052.4680078125,,41.876596467362624,-0.8567549290855823,2054.3164307119646,2047.4935668466292
2024-01-05 09:00:00+00:00,2045.800048828125,2050.800048828125,2045.199951171875,2049.199951171875,4376,2051.9340087890623,,34.00062198187902,-1.1921208655526243,2054.421042043607,2046.6389555149867
2024-01-05 10:00:00+00:00,2046.9000244140625,2047.0999755859375,2044.199951171875,2045.699951171875,5260,2051.4180102539062,,37.95039064844948,-1.3535391922191593,2054.48164467223,2046.5283528863638
2024-01-05 11:00:00+00:00,2046.0,2047.199951171875,2043.800048828125,2047.0,3406,2050.9120092773437,,36.04937586127164,-1.5363784134679008,2054.561936102877,2046.3980614557163
2024-01-05 12:00:00+00:00,2046.9000244140625,2047.699951171875,2045.0999755859375,2046.0999755859375,5986,2050.4840087890625,,39.32263679714324,-1.5903231103216058,2054.4539131811566,2045.9460868188428
2024-01-05 13:00:00+00:00,2046.9000244140625,2049.0,2030.800048828125,2047.0,46977,2050.1220092773438,,39.32263679714324,-1.6144641336650238,2054.3456429485195,2045.5443594928863
2024-01-05 14:00:00+00:00,2054.199951171875,2056.39990234375,2045.5999755859375,2047.0,28395,2049.946008300781,,59.04246816535627,-1.0326492495228194,2054.889705357046,2045.3502970843604
2024-01-05 15:00:00+00:00,2061.89990234375,2071.10009765625,2054.199951171875,2054.199951171875,40135,2050.0700073242188,,70.08594708162194,0.049197824408111046,2057.6978608581658,2043.6721220519903
2024-01-05 16:00:00+00:00,2051.800048828125,2063.300048828125,2050.89990234375,2061.800048828125,13788,2050.034006347656,,50.754690026665244,0.09055182895463076,2057.6978608581658,2043.6721220519903
2024-01-05 17:00:00+00:00,2048.800048828125,2052.300048828125,2047.199951171875,2051.89990234375,13738,2050.030007324219,,46.6396392790894,-0.11739647892454741,2057.6507893498942,2043.5292033258868
2024-01-05 18:00:00+00:00,2055.0,2055.39990234375,2047.300048828125,2048.699951171875,8139,2050.216008300781,,54.79649569172044,0.2156019087151435,2058.1078378104653,2043.4721548653154
2024-01-05 19:00:00+00:00,2052.60009765625,2057.199951171875,2051.800048828125,2055.10009765625,3968,2050.4560107421876,,51.51389232569923,0.28259587834781996,2058.218867737449,2043.5011395867693
2024-01-05 20:00:00+00:00,2050.800048828125,2052.60009765625,2049.89990234375,2052.60009765625,2928,2050.6640112304685,,49.13626822611389,0.1882699266329837,2058.1911148253616,2043.4788924988575
2024-01-05 21:00:00+00:00,2052.699951171875,2053.199951171875,2050.800048828125,2050.800048828125,1762,2050.8920092773437,,51.671700522669425,0.26378146280603687,2058.180889649978,2043.4791079086165
2024-01-07 23:00:00+00:00,2051.10009765625,2052.60009765625,2049.800048828125,2052.60009765625,2304,2051.038010253906,,49.43694978186775,0.19231322394261952,2058.0311603161417,2043.448856773702
2024-01-08 00:00:00+00:00,2052.5,2053.0,2050.60009765625,2051.10009765625,1571,2051.1960107421874,,51.416941577472855,0.24580110725264603,2058.0766699458604,2043.453347143983
2024-01-08 01:00:00+00:00,2050.199951171875,2053.300048828125,2049.300048828125,2052.60009765625,3624,2051.2160107421873,,48.085241306380354,0.1014267377190663,2057.9925373443043,2043.3874797455398
2024-01-08 02:00:00+00:00,2047.800048828125,2050.300048828125,2047.699951171875,2050.199951171875,4549,2051.180009765625,,44.821699354848505,-0.20428814603474166,2057.9247212979153,2043.1153055575535
2024-01-08 03:00:00+00:00,2042.9000244140625,2048.0,2041.699951171875,2047.699951171875,4967,2051.0360083007813,,39.00138096981699,-0.8323654225073369,2058.3103944106724,2042.099639769015
2024-01-08 04:00:00+00:00,2042.300048828125,2044.4000244140625,2042.199951171875,2042.800048828125,2440,2050.8960083007814,,38.344805012267805,-1.3628244132373766,2058.628739487909,2041.0112995745915
2024-01-08 05:00:00+00:00,2037.199951171875,2042.5999755859375,2033.4000244140625,2042.4000244140625,12153,2050.660007324219,,33.22452850883724,-2.169740821137111,2059.6038824796574,2038.826146817217
2024-01-08 06:00:00+00:00,2039.300048828125,2039.5999755859375,2036.699951171875,2037.0999755859375,5497,2050.414006347656,,36.95759183055919,-2.609684737128191,2060.0629724460564,2037.7170568508186
2024-01-08 07:00:00+00:00,2037.699951171875,2039.5,2034.800048828125,2039.199951171875,7273,2050.1340063476564,,35.33665706349964,-3.052273262268045,2060.6053986337943,2036.2546233388618
2024-01-08 08:00:00+00:00,2034.4000244140625,2038.0,2033.5,2037.5999755859375,7097,2049.816005859375,,32.200044749806864,-3.6274889334449654,2061.4544814724964,2034.2455429415666
2024-01-08 09:00:00+00:00,2035.5,2038.0999755859375,2032.699951171875,2034.4000244140625,6424,2049.50400390625,,34.29370304457572,-3.9490702366747428,2061.912373863525,2032.6476481091313
2024-01-08 10:00:00+00:00,2033.9000244140625,2035.800048828125,2033.300048828125,2035.5,4656,2049.0900024414063,,32.71139702539837,-4.283651130827593,2062.3841207214336,2030.8759012512228
2024-01-08 11:00:00+00:00,2026.4000244140625,2034.300048828125,2022.699951171875,2033.9000244140625,18513,2048.52400390625,,26.531624024906705,-5.095261220197472,2062.8710465731037,2027.6089827237713
2024-01-08 12:00:00+00:00,2031.0,2031.300048828125,2025.199951171875,2026.300048828125,7672,2048.066005859375,,34.68212701321917,-5.306122796521095,2060.616913010217,2026.7731260522828
2024-01-08 13:00:00+00:00,2025.199951171875,2031.9000244140625,2024.800048828125,2031.0,21790,2047.4680029296876,,30.141556241561645,-5.87354105717759,2060.655723702578,2024.0743055942967
2024-01-08 14:00:00+00:00,2032.800048828125,2033.5999755859375,2024.699951171875,2025.199951171875,19460,2047.0200048828126,,41.03512784667815,-5.644888986171281,2060.058413983152,2023.0716153137228
2024-01-08 15:00:00+00:00,2040.9000244140625,2041.4000244140625,2031.800048828125,2032.699951171875,23042,2046.7900073242188,,49.98646925022539,-4.755264507887659,2058.2957952311594,2023.4242365071218
2024-01-08 16:00:00+00:00,2038.800048828125,2043.5999755859375,2037.800048828125,2040.9000244140625,14172,2046.5000073242188,,47.95395135617798,-4.171593644202858,2056.7647347948687,2023.5752920606003
2024-01-08 17:00:00+00:00,2034.0999755859375,2039.5999755859375,2033.5,2038.800048828125,8544,2046.2340063476563,,43.67363095390636,-4.0416967458868385,2055.377621589992,2023.2923979412578
2024-01-08 18:00:00+00:00,2032.800048828125,2034.699951171875,2032.5999755859375,2034.199951171875,12999,2045.9600073242189,,42.542599088015336,-3.9975643105544805,2053.380697616536,2023.2993316803393
2024-01-08 19:00:00+00:00,2035.699951171875,2035.9000244140625,2032.699951171875,2032.800048828125,4484,2045.6240063476562,,45.908006895878465,-3.686100086669512,2051.4509490209566,2023.6890656274809
2024-01-08 20:00:00+00:00,2033.4000244140625,2036.199951171875,2032.300048828125,2035.5999755859375,3874,2045.2520068359374,,43.72077471816538,-3.583538512036057,2048.7776261475938,2024.45239094225
2024-01-08 21:00:00+00:00,2034.0999755859375,2035.0,2033.300048828125,2033.300048828125,1898,2044.9200073242187,,44.58606899312397,-3.4065093955550765,2046.2834103466955,2025.3366091845544
2024-01-08 23:00:00+00:00,2036.699951171875,2036.800048828125,2034.0,2034.5,0,2044.6420043945313,,47.79676609347587,-3.0215852900828395,2044.1917934474502,2026.3182163181748
2024-01-09 00:00:00+00:00,2040.4000244140625,2040.9000244140625,2036.5999755859375,2036.5999755859375,4179,2044.41400390625,,52.054278920955895,-2.3904100167312663,2043.6978908716542,2026.5621188939708
2024-01-09 01:00:00+00:00,2038.199951171875,2042.699951171875,2037.199951171875,2040.300048828125,5417,2044.16400390625,,49.47072045479478,-2.0441627533198243,2042.9775505473658,2026.872449452634
2024-01-09 02:00:00+00:00,2040.0999755859375,2041.800048828125,2038.0,2038.0999755859375,4812,2043.9460034179688,,51.70025115779781,-1.5980222061828044,2043.3814669637588,2026.7585354776472
2024-01-09 03:00:00+00:00,2039.5999755859375,2040.9000244140625,2039.0999755859375,2040.199951171875,2518,2043.71400390625,,51.061750198120606,-1.270156852087439,2043.4279608352188,2026.742034281969
2024-01-09 04:00:00+00:00,2039.0,2040.9000244140625,2038.199951171875,2039.5999755859375,3189,2043.4680029296876,,50.259635465209556,-1.04666886525456,2043.593102943165,2026.7068970568353
2024-01-09 05:00:00+00:00,2038.5999755859375,2039.4000244140625,2036.199951171875,2038.9000244140625,3511,2043.1840014648437,,49.69906958815924,-0.8915543688265188,2043.9260681305207,2026.7939269866667
2024-01-09 06:00:00+00:00,2039.0,2041.0,2037.0999755859375,2038.699951171875,4507,2042.9060034179688,,50.296081009375186,-0.7279549739921549,2044.2471194850364,2026.822875632151
2024-01-09 07:00:00+00:00,2041.9000244140625,2043.0,2037.9000244140625,2039.0,5723,2042.70400390625,,54.511209790220136,-0.36014204786920345,2045.0360499372312,2026.8339451799563
2024-01-09 08:00:00+00:00,2040.300048828125,2044.199951171875,2037.199951171875,2041.800048828125,8096,2042.476005859375,,51.896321297954195,-0.19549872459560902,2044.7862626026003,2028.4737349559932
2024-01-09 09:00:00+00:00,2041.5999755859375,2043.0999755859375,2039.300048828125,2040.300048828125,4800,2042.2840063476563,,53.833991631602835,0.03942109881586475,2045.1601101435415,2029.1598849736458
2024-01-09 10:00:00+00:00,2041.4000244140625,2044.800048828125,2041.0,2041.699951171875,8318,2042.1280078125,,53.47716298457201,0.2070753273922037,2044.000291534929,2031.9397109064773
2024-01-09 11:00:00+00:00,2041.0999755859375,2041.800048828125,2039.699951171875,2041.5,3356,2041.9500073242189,,52.91040598944554,0.3121330036356085,2044.0673544454055,2032.702640671782
2024-01-09 12:00:00+00:00,2042.300048828125,2042.4000244140625,2040.0,2041.0999755859375,13584,2041.8100073242188,,54.96614580739301,0.4866184159823206,2044.2919528117834,2032.6180447468103
2024-01-09 13:00:00+00:00,2044.9000244140625,2048.60009765625,2037.5,2042.4000244140625,21880,2041.7920068359374,,59.12911715253196,0.8251834619586589,2045.2393335226561,2032.2806615945315
2024-01-09 14:00:00+00:00,2040.5999755859375,2046.4000244140625,2039.800048828125,2044.9000244140625,20344,2041.666005859375,,50.77000237527103,0.7380133383348948,2045.2407458807952,2032.9292492363925
2024-01-09 15:00:00+00:00,2034.699951171875,2041.5999755859375,2034.5,2040.5999755859375,17586,2041.4400048828124,,41.99709992323593,0.1906500308032264,2044.9940060375598,2033.3659793140027
2024-01-09 16:00:00+00:00,2037.199951171875,2037.5999755859375,2031.9000244140625,2034.5999755859375,20699,2041.2460034179687,,46.23641069699473,-0.040938315904213596,2044.924404150405,2033.5855812011575
2024-01-09 17:00:00+00:00,2033.4000244140625,2038.0999755859375,2032.800048828125,2037.199951171875,9217,2040.9760034179687,,41.295894527336856,-0.5250437042227531,2044.924404150405,2033.5855812011575
2024-01-09 18:00:00+00:00,2034.800048828125,2035.5,2032.5,2033.4000244140625,17590,2040.5880053710937,,43.68353359280778,-0.7866622893423028,2044.8390314018445,2033.7409612739368
2024-01-09 19:00:00+00:00,2034.699951171875,2035.9000244140625,2033.5,2034.9000244140625,7044,2040.0440063476562,,43.54715914258118,-0.9906543010959012,2044.9886018835198,2033.3913907922613
2024-01-09 20:00:00+00:00,2034.300048828125,2037.0,2034.0999755859375,2034.699951171875,3574,2039.6940063476563,,42.97000032850254,-1.1710886362889141,2045.028385304206,2032.7416098129816
2024-01-09 21:00:00+00:00,2035.9000244140625,2036.4000244140625,2034.300048828125,2034.4000244140625,2681,2039.436005859375,,46.05080767229481,-1.1714754489007646,2045.04506867742,2032.4949337639862
2024-01-09 23:00:00+00:00,2036.699951171875,2037.0,2034.0999755859375,2036.0,0,2039.0700048828126,,47.57561874502167,-1.094616538513037,2044.9058801926994,2032.2941198073004
2024-01-10 00:00:00+00:00,2036.0999755859375,2037.0999755859375,2035.5,2036.5999755859375,2408,2038.7400024414062,,46.51372694682196,-1.069786481235269,2044.8040014253304,2032.0459985746695
2024-01-10 01:00:00+00:00,2037.199951171875,2037.9000244140625,2032.9000244140625,2036.0999755859375,5759,2038.4680004882812,,48.771307441739324,-0.950394093535806,2044.7297830399675,2031.9402120772202
2024-01-10 02:00:00+00:00,2037.199951171875,2038.4000244140625,2035.699951171875,2037.199951171875,2925,2038.1580004882812,,48.771307441739324,-0.8460223471208792,2044.6772739409107,2031.8527187348705
2024-01-10 03:00:00+00:00,2034.300048828125,2037.5,2033.5999755859375,2037.199951171875,2937,2037.8219995117188,,43.196621772824955,-0.9859395721136934,2044.6581602379813,2031.4018373206125
2024-01-10 04:00:00+00:00,2035.4000244140625,2036.0,2033.9000244140625,2034.300048828125,1980,2037.48,,45.73055810276051,-0.9965782107983614,2044.1778619535035,2031.2321356050902
2024-01-10 05:00:00+00:00,2032.0,2035.5999755859375,2030.800048828125,2035.4000244140625,4054,2037.1160009765624,,39.8178906255016,-1.264783328715339,2044.0996655537688,2030.4803271220126
2024-01-10 06:00:00+00:00,2030.0,2032.5,2029.199951171875,2032.0,4952,2036.76,,36.80350520500983,-1.620046217924255,2043.9169126816757,2029.503082435512
2024-01-10 07:00:00+00:00,2036.699951171875,2037.300048828125,2029.5999755859375,2029.5999755859375,8063,2036.6359985351562,,50.36076544344011,-1.3454549838736511,2043.3539086736466,2029.5960791193222
2024-01-10 08:00:00+00:00,2041.199951171875,2041.5999755859375,2035.800048828125,2036.5999755859375,10835,2036.6139965820312,,57.02858922170833,-0.7560122223367216,2043.3724756598428,2029.5875096917196
2024-01-10 09:00:00+00:00,2041.5,2042.300048828125,2040.5,2041.0999755859375,5186,2036.6999975585939,,57.439108782348285,-0.2616470499735897,2043.205003529858,2029.674976938892
2024-01-10 10:00:00+00:00,2040.5999755859375,2046.199951171875,2040.300048828125,2041.5,6704,2036.72599609375,,55.71958128062355,0.05686100417437956,2042.1179633274135,2030.332012258524
2024-01-10 11:00:00+00:00,2039.9000244140625,2041.0999755859375,2038.5,2040.5999755859375,9235,2036.7699975585938,,54.35671644632615,0.249919802070508,2041.9861386562743,2030.3938418124758
2024-01-10 12:00:00+00:00,2037.0999755859375,2041.5,2036.699951171875,2039.9000244140625,6083,2036.8239965820312,,49.175019327309826,0.17496288761390133,2042.077079692938,2030.542903217218
2024-01-10 13:00:00+00:00,2035.9000244140625,2040.0,2035.5,2037.0999755859375,12292,2036.8319970703126,,47.102743020747674,0.01851948066632758,2041.9997859546502,2030.4902042797248
2024-01-10 14:00:00+00:00,2033.0999755859375,2039.699951171875,2031.9000244140625,2035.800048828125,18275,2036.81599609375,,42.59228377134552,-0.32762690685717644,2042.0158526118678,2030.4441327396946
2024-01-10 15:00:00+00:00,2033.300048828125,2035.300048828125,2030.4000244140625,2033.0,15157,2036.9539965820313,,43.012201809485596,-0.579130320419381,2042.050893074245,2030.2590922773172
2024-01-10 16:00:00+00:00,2032.5,2034.0999755859375,2030.199951171875,2033.4000244140625,11573,2036.9839965820313,,41.69870507981975,-0.8333989376142199,2042.1246010907194,2029.9653891436556
2024-01-10 17:00:00+00:00,2029.5999755859375,2033.300048828125,2027.5999755859375,2032.5999755859375,8514,2037.0719970703126,,37.25731682314538,-1.2544557967935361,2042.476279008873,2029.143703901283
2024-01-10 18:00:00+00:00,2029.0999755859375,2030.0,2026.800048828125,2029.5999755859375,28123,2036.9979956054688,,36.534786988489046,-1.6099338967565018,2042.748740590372,2028.1912374369717
2024-01-10 19:00:00+00:00,2029.4000244140625,2029.800048828125,2025.9000244140625,2029.0999755859375,5690,2036.7679956054687,,37.32034349751967,-1.846160035546518,2042.8195028919,2027.3904824596625
2024-01-10 20:00:00+00:00,2029.0999755859375,2030.5,2027.300048828125,2029.4000244140625,7828,2036.573994140625,,36.82941170856697,-2.0341341529613146,2042.8813519913765,2026.628633360186
2024-01-10 21:00:00+00:00,2029.800048828125,2030.0,2028.800048828125,2029.0999755859375,1851,2036.4879956054688,,38.85058727602652,-2.1023800073658094,2042.7039433738007,2026.0660517433869
